,time,p,input
99,99,0.09365291778345305,0.0
100,100,0.09549150281252627,0.0
101,101,0.09734605714443903,0.0
102,102,0.0992165075645617,0.0
103,103,0.10110278023071452,1.0
104,104,0.10300480067608234,0.0
105,105,0.10492249381215481,0.0
106,106,0.10685578393169054,0.0
107,107,0.10880459471170595,0.0
108,108,0.11076884921648832,0.0
109,109,0.11274846990063309,0.0
110,110,0.11474337861210542,0.0
111,111,0.11675349659532507,0.0
112,112,0.11877874449427607,0.0
113,113,0.12081904235563908,1.0
114,114,0.1228743096319481,0.0
115,115,0.12494446518477025,1.0
116,116,0.12702942728790897,0.0
117,117,0.12912911363063037,0.0
118,118,0.13124344132091306,0.0
119,119,0.13337232688872,1.0
120,120,0.13551568628929425,0.0
121,121,0.13767343490647668,0.0
122,122,0.13984548755604656,0.0
123,123,0.1420317584890844,0.0
124,124,0.14423216139535733,0.0
125,125,0.14644660940672624,0.0
126,126,0.1486750151005754,0.0
127,127,0.15091729050326363,0.0
128,128,0.15317334709359753,0.0
129,129,0.1554430958063258,0.0
130,130,0.15772644703565566,0.0
131,131,0.16002331063879044,0.0
132,132,0.16233359593948776,0.0
133,133,0.16465721173164,0.0
134,134,0.1669940662828742,0.0
135,135,0.1693440673381741,0.0
136,136,0.1717071221235218,1.0
137,137,0.17408313734956063,0.0
138,138,0.17647201921527783,0.0
139,139,0.17887367341170785,0.0
140,140,0.18128800512565516,0.0
141,141,0.1837149190434378,0.0
142,142,0.18615431935464974,0.0
143,143,0.18860610975594377,1.0
144,144,0.1910701934548328,0.0
145,145,0.19354647317351176,0.0
146,146,0.19603485115269728,0.0
147,147,0.19853522915548769,0.0
148,148,0.20104750847124053,0.0
149,149,0.2035715899194704,1.0
150,150,0.20610737385376346,1.0
151,151,0.208654760165712,0.0
152,152,0.2112136482888662,1.0
153,153,0.21378393720270458,1.0
154,154,0.21636552543662177,0.0
155,155,0.2189583110739347,0.0
156,156,0.221562191755906,1.0
157,157,0.22417706468578485,0.0
158,158,0.22680282663286547,0.0
159,159,0.22943937393656205,0.0
160,160,0.23208660251050173,0.0
161,161,0.234744407846633,0.0
162,162,0.23741268501935212,0.0
163,163,0.24009132868964522,1.0
164,164,0.24278023310924676,1.0
165,165,0.24547929212481442,1.0
166,166,0.24818839918211952,0.0
167,167,0.25090744733025455,0.0
168,168,0.25363632922585416,1.0
169,169,0.25637493713733395,0.0
170,170,0.2591231629491424,0.0
171,171,0.26188089816603044,0.0
172,172,0.26464803391733366,0.0
173,173,0.26742446096127087,1.0
174,174,0.27021006968925615,1.0
175,175,0.2730047501302265,0.0
176,176,0.27580839195498386,1.0
177,177,0.2786208844805493,0.0
178,178,0.28144211667453367,0.0
179,179,0.28427197715952046,0.0
180,180,0.2871103542174637,1.0
181,181,0.28995713579409693,1.0
182,182,0.292812209503358,0.0
183,183,0.29567546263182537,0.0
184,184,0.2985467821431687,0.0
185,185,0.30142605468260975,1.0
186,186,0.30431316658139884,0.0
187,187,0.30720800386130165,0.0
188,188,0.3101104522390994,0.0
189,189,0.3130203971310998,0.0
190,190,0.315937723657661,0.0
191,191,0.31886231664772713,0.0
192,192,0.3217940606433747,0.0
193,193,0.3247328399043705,0.0
194,194,0.32767853841274147,0.0
195,195,0.3306310398773543,0.0
196,196,0.3335902277385067,0.0
197,197,0.3365559851725288,0.0
198,198,0.3395281950963953,1.0
199,199,0.34250674017234767,0.0
200,200,0.3454915028125263,1.0
201,201,0.348482365183613,0.0
202,202,0.3514792092114825,0.0
203,203,0.3544819165858641,0.0
204,204,0.3574903687650119,0.0
205,205,0.3605044469803853,0.0
206,206,0.36352403224133734,1.0
207,207,0.3665490053398122,1.0
208,208,0.3695792468550515,1.0
209,209,0.37261463715830895,1.0
210,210,0.3756550564175726,0.0
211,211,0.3787003846022963,0.0
212,212,0.3817505014881376,1.0
213,213,0.3848052866617047,1.0
214,214,0.3878646195253095,1.0
215,215,0.39092837930172875,0.0
216,216,0.3939964450389728,0.0
217,217,0.39706869561505936,1.0
218,218,0.40014500974279643,0.0
219,219,0.4032252659745699,0.0
220,220,0.40630934270713776,0.0
221,221,0.40939711818643126,0.0
222,222,0.41248847051236204,0.0
223,223,0.4155832776436332,1.0
224,224,0.4186814174025582,1.0
225,225,0.4217827674798846,1.0
226,226,0.4248872054396215,0.0
227,227,0.42799460872387396,0.0
228,228,0.43110485465768106,0.0
229,229,0.43421782045385876,0.0
230,230,0.4373333832178478,0.0
231,231,0.4404514199525651,1.0
232,232,0.4435718075632592,0.0
233,233,0.44669442286237004,0.0
234,234,0.4498191425743925,0.0
235,235,0.4529458433407428,0.0
236,236,0.4560744017246285,0.0
237,237,0.4592046942159213,0.0
238,238,0.46233659723603365,0.0
239,239,0.46546998714279714,1.0
240,240,0.4686047402353434,1.0
241,241,0.47174073275898776,0.0
242,242,0.47487784091011526,1.0
243,243,0.47801594084106763,1.0
244,244,0.48115490866503285,1.0
245,245,0.48429462046093597,1.0
246,246,0.48743495227833117,1.0
247,247,0.4905757801422959,1.0
248,248,0.4937169800583237,0.0
249,249,0.49685842801722063,0.0
250,250,0.4999999999999999,0.0
251,251,0.5031415719827794,1.0
252,252,0.5062830199416763,0.0
253,253,0.509424219857704,1.0
254,254,0.5125650477216687,1.0
255,255,0.5157053795390641,1.0
256,256,0.5188450913349671,1.0
257,257,0.5219840591589325,1.0
258,258,0.5251221590898848,1.0
259,259,0.5282592672410121,0.0
260,260,0.5313952597646567,0.0
261,261,0.5345300128572029,1.0
262,262,0.5376634027639664,0.0
263,263,0.5407953057840786,0.0
264,264,0.5439255982753717,0.0
265,265,0.5470541566592573,0.0
266,266,0.5501808574256074,0.0
267,267,0.5533055771376298,1.0
268,268,0.5564281924367408,0.0
269,269,0.5595485800474349,0.0
270,270,0.5626666167821522,1.0
271,271,0.5657821795461412,0.0
272,272,0.568895145342319,1.0
273,273,0.572005391276126,1.0
274,274,0.5751127945603786,1.0
275,275,0.5782172325201155,1.0
276,276,0.5813185825974418,0.0
277,277,0.584416722356367,0.0
278,278,0.5875115294876381,0.0
279,279,0.5906028818135688,0.0
280,280,0.5936906572928623,1.0
281,281,0.5967747340254301,1.0
282,282,0.5998549902572036,0.0
283,283,0.6029313043849408,1.0
284,284,0.6060035549610273,1.0
285,285,0.6090716206982713,1.0
286,286,0.6121353804746905,0.0
287,287,0.6151947133382955,0.0
288,288,0.6182494985118624,1.0
289,289,0.6212996153977037,1.0
290,290,0.6243449435824274,0.0
291,291,0.6273853628416912,0.0
292,292,0.6304207531449484,0.0
293,293,0.6334509946601877,0.0
294,294,0.6364759677586626,0.0
295,295,0.6394955530196147,0.0
296,296,0.6425096312349879,1.0
297,297,0.645518083414136,1.0
298,298,0.6485207907885175,1.0
299,299,0.651517634816387,0.0
300,300,0.6545084971874737,1.0
301,301,0.6574932598276523,0.0
302,302,0.6604718049036047,1.0
303,303,0.6634440148274712,1.0
304,304,0.6664097722614934,0.0
305,305,0.6693689601226457,0.0
306,306,0.6723214615872586,1.0
307,307,0.6752671600956295,1.0
308,308,0.6782059393566254,1.0
309,309,0.6811376833522729,1.0
310,310,0.684062276342339,0.0
311,311,0.6869796028689001,1.0
312,312,0.6898895477609006,1.0
313,313,0.6927919961386981,0.0
314,314,0.6956868334186013,0.0
315,315,0.6985739453173904,1.0
316,316,0.7014532178568315,1.0
317,317,0.7043245373681745,0.0
318,318,0.707187790496642,1.0
319,319,0.7100428642059032,1.0
320,320,0.7128896457825363,1.0
321,321,0.7157280228404795,1.0
322,322,0.7185578833254664,1.0
323,323,0.7213791155194508,1.0
324,324,0.7241916080450161,1.0
325,325,0.7269952498697734,1.0
326,326,0.7297899303107439,0.0
327,327,0.7325755390387292,1.0
328,328,0.7353519660826664,1.0
329,329,0.7381191018339697,1.0
330,330,0.7408768370508576,1.0
331,331,0.7436250628626662,1.0
332,332,0.7463636707741457,1.0
333,333,0.7490925526697453,1.0
334,334,0.7518116008178803,1.0
335,335,0.7545207078751858,1.0
336,336,0.7572197668907533,1.0
337,337,0.7599086713103548,1.0
338,338,0.7625873149806478,1.0
339,339,0.765255592153367,1.0
340,340,0.7679133974894983,1.0
341,341,0.770560626063438,1.0
342,342,0.7731971733671344,1.0
343,343,0.7758229353142151,1.0
344,344,0.778437808244094,1.0
345,345,0.7810416889260654,1.0
346,346,0.7836344745633783,1.0
347,347,0.7862160627972955,0.0
348,348,0.7887863517111339,1.0
349,349,0.791345239834288,1.0
350,350,0.7938926261462367,0.0
351,351,0.7964284100805296,1.0
352,352,0.7989524915287595,1.0
353,353,0.8014647708445124,1.0
354,354,0.8039651488473027,0.0
355,355,0.8064535268264883,1.0
356,356,0.8089298065451672,1.0
357,357,0.8113938902440562,1.0
358,358,0.8138456806453502,1.0
359,359,0.8162850809565623,1.0
360,360,0.818711994874345,1.0
361,361,0.8211263265882923,1.0
362,362,0.8235279807847222,0.0
363,363,0.8259168626504395,1.0
364,364,0.8282928778764784,1.0
365,365,0.830655932661826,1.0
366,366,0.8330059337171257,1.0
367,367,0.8353427882683601,1.0
368,368,0.8376664040605122,1.0
369,369,0.8399766893612097,1.0
370,370,0.8422735529643444,1.0
371,371,0.8445569041936742,1.0
372,372,0.8468266529064026,1.0
373,373,0.8490827094967364,1.0
374,374,0.8513249848994245,1.0
375,375,0.8535533905932737,1.0
376,376,0.8557678386046427,1.0
377,377,0.8579682415109157,1.0
378,378,0.8601545124439536,1.0
379,379,0.8623265650935233,1.0
380,380,0.8644843137107059,1.0
381,381,0.8666276731112801,1.0
382,382,0.868756558679087,1.0
383,383,0.8708708863693695,1.0
384,384,0.872970572712091,1.0
385,385,0.8750555348152297,1.0
386,386,0.877125690368052,0.0
387,387,0.8791809576443609,1.0
388,388,0.8812212555057239,1.0
389,389,0.8832465034046749,1.0
390,390,0.8852566213878947,1.0
391,391,0.887251530099367,1.0
392,392,0.8892311507835116,1.0
393,393,0.8911954052882941,1.0
394,394,0.8931442160683094,1.0
395,395,0.8950775061878451,1.0
396,396,0.8969951993239178,1.0
397,397,0.8988972197692855,1.0
398,398,0.9007834924354383,0.0
399,399,0.9026539428555609,1.0
400,400,0.9045084971874736,1.0
401,401,0.906347082216547,1.0
402,402,0.908169625358592,1.0
403,403,0.9099760546627261,1.0
404,404,0.9117662988142137,1.0
405,405,0.9135402871372809,1.0
406,406,0.9152979495979064,1.0
407,407,0.9170392168065856,1.0
408,408,0.9187640200210707,1.0
409,409,0.9204722911490846,1.0
410,410,0.9221639627510075,1.0
411,411,0.9238389680425416,1.0
412,412,0.925497240897346,1.0
413,413,0.9271387158496477,1.0
414,414,0.9287633280968262,0.0
415,415,0.9303710135019718,1.0
416,416,0.9319617085964177,1.0
417,417,0.9335353505822449,1.0
418,418,0.9350918773347627,1.0
419,419,0.9366312274049601,1.0
420,420,0.9381533400219317,0.0
421,421,0.9396581550952781,0.0
422,422,0.9411456132174768,1.0
423,423,0.9426156556662276,1.0
424,424,0.9440682244067721,1.0
425,425,0.9455032620941839,1.0
426,426,0.9469207120756318,1.0
427,427,0.9483205183926179,1.0
428,428,0.9497026257831854,1.0
429,429,0.9510669796841014,1.0
430,430,0.9524135262330098,1.0
431,431,0.9537422122705584,1.0
432,432,0.9550529853424978,1.0
433,433,0.9563457937017514,1.0
434,434,0.9576205863104588,1.0
435,435,0.9588773128419905,1.0
436,436,0.9601159236829352,1.0
437,437,0.9613363699350574,1.0
438,438,0.9625386034172291,1.0
439,439,0.9637225766673307,1.0
440,440,0.9648882429441258,1.0
441,441,0.9660355562291054,1.0
442,442,0.9671644712283061,1.0
443,443,0.968274943374096,1.0
444,444,0.969366928826937,1.0
445,445,0.9704403844771127,1.0
446,446,0.9714952679464323,1.0
447,447,0.9725315375899024,1.0
448,448,0.9735491524973721,1.0
449,449,0.9745480724951474,1.0
450,450,0.9755282581475768,1.0
451,451,0.9764896707586095,1.0
452,452,0.9774322723733215,1.0
453,453,0.9783560257794152,1.0
454,454,0.9792608945086879,1.0
455,455,0.9801468428384714,1.0
456,456,0.9810138357930429,1.0
457,457,0.9818618391450048,1.0
458,458,0.9826908194166369,1.0
459,459,0.9835007438812177,1.0
460,460,0.9842915805643156,1.0
461,461,0.9850632982450529,1.0
462,462,0.985815866457337,1.0
463,463,0.9865492554910632,1.0
464,464,0.9872634363932885,1.0
465,465,0.9879583809693737,1.0
466,466,0.9886340617840967,1.0
467,467,0.989290452162736,1.0
468,468,0.9899275261921234,1.0
469,469,0.990545258721667,1.0
470,470,0.9911436253643443,1.0
471,471,0.9917226024976648,1.0
472,472,0.9922821672646027,1.0
473,473,0.992822297574499,1.0
474,474,0.993342972103934,1.0
475,475,0.9938441702975689,1.0
476,476,0.994325872368957,1.0
477,477,0.9947880593013255,1.0
478,478,0.9952307128483256,1.0
479,479,0.9956538155347534,1.0
480,480,0.9960573506572389,1.0
481,481,0.9964413022849069,1.0
482,482,0.9968056552600042,1.0
483,483,0.9971503951984994,1.0
484,484,0.99747550849065,1.0
485,485,0.9977809823015401,1.0
486,486,0.9980668045715861,1.0
487,487,0.9983329640170149,1.0
488,488,0.9985794501303069,1.0
489,489,0.9988062531806127,1.0
490,490,0.9990133642141359,1.0
491,491,0.9992007750544876,1.0
492,492,0.9993684783030087,1.0
493,493,0.9995164673390624,1.0
494,494,0.9996447363202945,1.0
495,495,0.9997532801828658,1.0
496,496,0.99984209464165,1.0
497,497,0.9999111761904046,1.0
498,498,0.999960522101908,1.0
499,499,0.9999901304280686,1.0
500,500,1.0,1.0
501,501,0.9999901304280686,1.0
502,502,0.999960522101908,1.0
503,503,0.9999111761904046,1.0
504,504,0.99984209464165,1.0
505,505,0.9997532801828658,1.0
506,506,0.9996447363202945,1.0
507,507,0.9995164673390624,1.0
508,508,0.9993684783030087,1.0
509,509,0.9992007750544876,1.0
510,510,0.9990133642141359,1.0
511,511,0.9988062531806127,1.0
512,512,0.9985794501303069,1.0
513,513,0.9983329640170149,1.0
514,514,0.9980668045715861,1.0
515,515,0.9977809823015401,1.0
516,516,0.99747550849065,1.0
517,517,0.9971503951984996,1.0
518,518,0.9968056552600042,1.0
519,519,0.9964413022849069,1.0
520,520,0.9960573506572389,1.0
521,521,0.9956538155347534,1.0
522,522,0.9952307128483256,1.0
523,523,0.9947880593013255,1.0
524,524,0.994325872368957,1.0
525,525,0.9938441702975689,1.0
526,526,0.993342972103934,1.0
527,527,0.992822297574499,1.0
528,528,0.9922821672646027,1.0
529,529,0.9917226024976648,1.0
530,530,0.9911436253643443,1.0
531,531,0.990545258721667,1.0
532,532,0.9899275261921234,1.0
533,533,0.989290452162736,1.0
534,534,0.9886340617840967,1.0
535,535,0.9879583809693737,1.0
536,536,0.9872634363932885,1.0
537,537,0.9865492554910632,1.0
538,538,0.985815866457337,1.0
539,539,0.9850632982450529,1.0
540,540,0.9842915805643154,1.0
541,541,0.9835007438812174,1.0
542,542,0.9826908194166369,1.0
543,543,0.9818618391450048,1.0
544,544,0.9810138357930429,1.0
545,545,0.9801468428384714,1.0
546,546,0.9792608945086879,1.0
547,547,0.9783560257794152,1.0
548,548,0.9774322723733214,1.0
549,549,0.9764896707586093,1.0
550,550,0.9755282581475768,1.0
551,551,0.9745480724951472,1.0
552,552,0.9735491524973721,1.0
553,553,0.9725315375899024,1.0
554,554,0.9714952679464323,1.0
555,555,0.9704403844771127,1.0
556,556,0.969366928826937,1.0
557,557,0.968274943374096,1.0
558,558,0.9671644712283058,1.0
559,559,0.9660355562291054,1.0
560,560,0.9648882429441258,1.0
561,561,0.9637225766673307,1.0
562,562,0.9625386034172291,1.0
563,563,0.9613363699350574,1.0
564,564,0.9601159236829352,1.0
565,565,0.9588773128419905,1.0
566,566,0.9576205863104588,1.0
567,567,0.9563457937017514,1.0
568,568,0.9550529853424978,1.0
569,569,0.9537422122705584,1.0
570,570,0.9524135262330098,1.0
571,571,0.9510669796841014,1.0
572,572,0.9497026257831854,1.0
573,573,0.9483205183926179,1.0
574,574,0.9469207120756318,1.0
575,575,0.945503262094184,1.0
576,576,0.9440682244067723,1.0
577,577,0.9426156556662276,0.0
578,578,0.9411456132174766,0.0
579,579,0.9396581550952781,1.0
580,580,0.9381533400219317,1.0
581,581,0.9366312274049601,1.0
582,582,0.9350918773347627,1.0
583,583,0.9335353505822449,1.0
584,584,0.9319617085964177,1.0
585,585,0.9303710135019718,1.0
586,586,0.9287633280968262,1.0
587,587,0.9271387158496477,1.0
588,588,0.925497240897346,1.0
589,589,0.9238389680425416,1.0
590,590,0.9221639627510075,1.0
591,591,0.9204722911490845,1.0
592,592,0.9187640200210709,0.0
593,593,0.9170392168065856,1.0
594,594,0.9152979495979062,1.0
595,595,0.9135402871372809,1.0
596,596,0.9117662988142137,1.0
597,597,0.9099760546627261,1.0
598,598,0.9081696253585918,1.0
599,599,0.906347082216547,1.0
600,600,0.9045084971874736,1.0
601,601,0.9026539428555609,1.0
602,602,0.9007834924354383,1.0
603,603,0.8988972197692855,1.0
604,604,0.8969951993239176,1.0
605,605,0.8950775061878451,0.0
606,606,0.8931442160683094,1.0
607,607,0.8911954052882939,1.0
608,608,0.8892311507835116,1.0
609,609,0.887251530099367,1.0
610,610,0.8852566213878946,1.0
611,611,0.8832465034046749,1.0
612,612,0.8812212555057239,1.0
613,613,0.8791809576443609,1.0
614,614,0.8771256903680518,1.0
615,615,0.8750555348152297,0.0
616,616,0.872970572712091,0.0
617,617,0.8708708863693697,1.0
618,618,0.868756558679087,1.0
619,619,0.8666276731112801,1.0
620,620,0.8644843137107057,1.0
621,621,0.8623265650935233,1.0
622,622,0.8601545124439534,0.0
623,623,0.8579682415109154,0.0
624,624,0.8557678386046427,1.0
625,625,0.8535533905932737,1.0
626,626,0.8513249848994247,1.0
627,627,0.8490827094967364,1.0
628,628,0.8468266529064026,1.0
629,629,0.8445569041936742,1.0
630,630,0.8422735529643444,1.0
631,631,0.8399766893612095,1.0
632,632,0.8376664040605122,1.0
633,633,0.8353427882683598,1.0
634,634,0.833005933717126,1.0
635,635,0.830655932661826,1.0
636,636,0.8282928778764782,1.0
637,637,0.8259168626504393,1.0
638,638,0.8235279807847221,1.0
639,639,0.8211263265882923,1.0
640,640,0.8187119948743448,1.0
641,641,0.8162850809565623,1.0
642,642,0.81384568064535,1.0
643,643,0.8113938902440562,1.0
644,644,0.808929806545167,1.0
645,645,0.8064535268264883,1.0
646,646,0.8039651488473025,1.0
647,647,0.8014647708445124,1.0
648,648,0.7989524915287596,1.0
649,649,0.7964284100805296,1.0
650,650,0.7938926261462367,1.0
651,651,0.791345239834288,1.0
652,652,0.7887863517111339,1.0
653,653,0.7862160627972954,1.0
654,654,0.7836344745633781,1.0
655,655,0.7810416889260654,1.0
656,656,0.778437808244094,1.0
657,657,0.7758229353142153,1.0
658,658,0.7731971733671344,1.0
659,659,0.770560626063438,1.0
660,660,0.7679133974894982,1.0
661,661,0.765255592153367,1.0
662,662,0.7625873149806477,1.0
663,663,0.7599086713103548,1.0
664,664,0.7572197668907533,0.0
665,665,0.7545207078751855,0.0
666,666,0.7518116008178806,1.0
667,667,0.7490925526697453,0.0
668,668,0.7463636707741459,0.0
669,669,0.743625062862666,0.0
670,670,0.7408768370508576,1.0
671,671,0.7381191018339692,1.0
672,672,0.7353519660826662,1.0
673,673,0.7325755390387293,1.0
674,674,0.7297899303107439,1.0
675,675,0.7269952498697735,0.0
676,676,0.7241916080450159,0.0
677,677,0.7213791155194508,1.0
678,678,0.7185578833254663,0.0
679,679,0.7157280228404795,1.0
680,680,0.7128896457825366,1.0
681,681,0.710042864205903,1.0
682,682,0.7071877904966422,1.0
683,683,0.7043245373681745,1.0
684,684,0.7014532178568315,0.0
685,685,0.6985739453173901,1.0
686,686,0.6956868334186013,1.0
687,687,0.692791996138698,0.0
688,688,0.6898895477609004,1.0
689,689,0.6869796028689004,0.0
690,690,0.6840622763423388,1.0
691,691,0.681137683352273,1.0
692,692,0.6782059393566252,1.0
693,693,0.6752671600956295,0.0
694,694,0.6723214615872584,0.0
695,695,0.6693689601226457,1.0
696,696,0.6664097722614931,1.0
697,697,0.6634440148274712,1.0
698,698,0.6604718049036049,1.0
699,699,0.6574932598276523,0.0
700,700,0.6545084971874737,1.0
701,701,0.6515176348163869,0.0
702,702,0.6485207907885175,1.0
703,703,0.6455180834141357,1.0
704,704,0.6425096312349879,1.0
705,705,0.6394955530196144,1.0
706,706,0.6364759677586626,1.0
707,707,0.633450994660188,0.0
708,708,0.6304207531449484,0.0
709,709,0.6273853628416912,1.0
710,710,0.6243449435824273,0.0
711,711,0.6212996153977037,0.0
712,712,0.6182494985118622,1.0
713,713,0.6151947133382952,0.0
714,714,0.6121353804746907,0.0
715,715,0.6090716206982713,1.0
716,716,0.6060035549610273,1.0
717,717,0.6029313043849405,0.0
718,718,0.5998549902572036,1.0
719,719,0.59677473402543,0.0
720,720,0.5936906572928623,0.0
721,721,0.5906028818135685,1.0
722,722,0.5875115294876381,0.0
723,723,0.5844167223563672,1.0
724,724,0.5813185825974416,1.0
725,725,0.5782172325201156,1.0
726,726,0.5751127945603784,0.0
727,727,0.572005391276126,1.0
728,728,0.5688951453423188,1.0
729,729,0.5657821795461412,1.0
730,730,0.5626666167821519,1.0
731,731,0.5595485800474349,1.0
732,732,0.5564281924367409,1.0
733,733,0.5533055771376298,0.0
734,734,0.5501808574256074,1.0
735,735,0.5470541566592569,1.0
736,736,0.5439255982753717,1.0
737,737,0.5407953057840785,0.0
738,738,0.5376634027639664,0.0
739,739,0.534530012857203,1.0
740,740,0.5313952597646565,1.0
741,741,0.5282592672410124,1.0
742,742,0.5251221590898847,1.0
743,743,0.5219840591589325,0.0
744,744,0.5188450913349671,0.0
745,745,0.5157053795390641,1.0
746,746,0.5125650477216686,1.0
747,747,0.509424219857704,0.0
748,748,0.5062830199416765,0.0
749,749,0.5031415719827793,0.0
750,750,0.5000000000000001,0.0
751,751,0.4968584280172203,0.0
752,752,0.4937169800583237,1.0
753,753,0.49057578014229575,0.0
754,754,0.48743495227833133,0.0
755,755,0.4842946204609357,1.0
756,756,0.4811549086650327,0.0
757,757,0.4780159408410678,0.0
758,758,0.4748778409101151,1.0
759,759,0.47174073275898776,1.0
760,760,0.4686047402353431,1.0
761,761,0.46546998714279714,1.0
762,762,0.4623365972360334,0.0
763,763,0.45920469421592114,0.0
764,764,0.4560744017246286,0.0
765,765,0.4529458433407428,0.0
766,766,0.44981914257439265,0.0
767,767,0.4466944228623699,0.0
768,768,0.4435718075632592,0.0
769,769,0.440451419952565,0.0
770,770,0.437333383217848,1.0
771,771,0.4342178204538585,1.0
772,772,0.43110485465768095,1.0
773,773,0.4279946087238741,0.0
774,774,0.4248872054396214,0.0
775,775,0.4217827674798847,0.0
776,776,0.4186814174025581,0.0
777,777,0.4155832776436332,0.0
778,778,0.41248847051236176,1.0
779,779,0.40939711818643126,0.0
780,780,0.4063093427071374,1.0
781,781,0.40322526597456976,0.0
782,782,0.4001450097427966,0.0
783,783,0.3970686956150592,0.0
784,784,0.3939964450389728,1.0
785,785,0.39092837930172863,1.0
786,786,0.3878646195253095,0.0
787,787,0.38480528666170455,0.0
788,788,0.3817505014881376,0.0
789,789,0.3787003846022965,1.0
790,790,0.3756550564175726,1.0
791,791,0.3726146371583091,1.0
792,792,0.3695792468550514,0.0
793,793,0.3665490053398122,1.0
794,794,0.3635240322413372,0.0
795,795,0.3605044469803853,0.0
796,796,0.3574903687650117,0.0
797,797,0.354481916585864,1.0
798,798,0.3514792092114827,0.0
799,799,0.348482365183613,1.0
800,800,0.34549150281252644,0.0
801,801,0.3425067401723475,0.0
802,802,0.3395281950963953,1.0
803,803,0.33655598517252855,0.0
804,804,0.3335902277385067,0.0
805,805,0.33063103987735404,0.0
806,806,0.32767853841274136,0.0
807,807,0.32473283990437063,0.0
808,808,0.32179406064337457,1.0
809,809,0.31886231664772724,1.0
810,810,0.3159377236576609,0.0
811,811,0.3130203971310998,0.0
812,812,0.3101104522390993,0.0
813,813,0.30720800386130165,0.0
814,814,0.3043131665813985,0.0
815,815,0.30142605468260963,0.0
816,816,0.2985467821431688,0.0
817,817,0.29567546263182537,1.0
818,818,0.292812209503358,0.0
819,819,0.28995713579409665,0.0
820,820,0.2871103542174637,1.0
821,821,0.28427197715952024,1.0
822,822,0.28144211667453356,1.0
823,823,0.2786208844805494,0.0
824,824,0.27580839195498374,1.0
825,825,0.2730047501302266,0.0
