t,input_label,softmax_value,prediction_accuracy
87,1,0.996151864528656,1.0
88,5,0.9970843195915222,1.0
89,5,0.9999904632568359,1.0
90,0,0.9999630451202393,1.0
91,4,0.9999674558639526,1.0
92,1,0.999142050743103,1.0
93,4,0.9998693466186523,1.0
94,0,0.9999765157699585,1.0
95,7,0.9997486472129822,1.0
96,3,0.999991774559021,1.0
97,0,0.9997134804725647,1.0
98,7,0.999630331993103,1.0
99,7,0.9998496770858765,1.0
100,8,0.9999908208847046,1.0
101,4,0.9998056292533875,1.0
102,7,0.9999685287475586,1.0
103,0,0.9994500279426575,1.0
104,1,0.9922909140586853,1.0
105,5,0.999969482421875,1.0
106,3,0.9998953342437744,1.0
107,2,0.9870938658714294,1.0
108,7,0.9999569654464722,1.0
109,0,0.9999867677688599,1.0
110,7,0.999359667301178,1.0
111,4,0.9999656677246094,1.0
112,3,0.999893307685852,1.0
113,3,0.9999908208847046,1.0
114,1,0.9965755343437195,1.0
115,5,0.9999994039535522,1.0
116,5,0.5935516357421875,1.0
117,9,0.9986673593521118,1.0
118,9,0.9997803568840027,1.0
119,0,0.9998444318771362,1.0
120,8,0.9996141195297241,1.0
121,5,0.9999516010284424,1.0
122,2,0.9997866749763489,1.0
123,0,0.9988208413124084,1.0
124,9,0.9700338244438171,1.0
125,8,0.9999902248382568,1.0
126,4,0.9785520434379578,1.0
127,5,0.9999309778213501,1.0
128,8,0.9999939203262329,1.0
129,1,0.9988442659378052,1.0
130,6,0.9999116659164429,1.0
131,8,0.9999253749847412,1.0
132,5,0.9583560228347778,1.0
133,2,0.9998785257339478,1.0
134,0,0.9994012117385864,1.0
135,4,0.9994288086891174,1.0
136,7,0.9999109506607056,1.0
137,8,0.999977707862854,1.0
138,4,0.9987156391143799,1.0
139,5,0.9998800754547119,1.0
140,7,0.9996108412742615,1.0
141,1,0.9998158812522888,1.0
142,5,0.9999830722808838,1.0
143,9,0.99748295545578,1.0
144,7,0.9997923970222473,1.0
145,0,0.9983773231506348,1.0
146,0,0.9869045615196228,1.0
147,0,0.9986510872840881,1.0
148,1,0.9995924830436707,1.0
149,0,0.9715596437454224,1.0
150,8,0.9997770190238953,1.0
151,1,0.9984982013702393,1.0
152,0,0.999859094619751,1.0
153,0,0.9949373006820679,1.0
154,6,0.9999711513519287,1.0
155,7,0.9907708168029785,1.0
156,6,0.9953742623329163,1.0
157,1,0.997637152671814,1.0
158,1,0.9983934760093689,1.0
159,9,0.9945194125175476,1.0
160,3,0.9994124174118042,1.0
161,1,0.9334422945976257,1.0
162,9,0.9991046786308289,1.0
163,3,0.9984433054924011,1.0
164,9,0.9926185011863708,1.0
165,5,0.9999804496765137,1.0
166,7,0.9994402527809143,1.0
167,2,0.9990845918655396,1.0
168,2,0.999992847442627,1.0
169,9,0.9991625547409058,1.0
170,8,0.9997723698616028,1.0
171,6,0.9999650716781616,1.0
172,3,0.9988166093826294,1.0
173,4,0.9987524747848511,1.0
174,3,0.9986037611961365,1.0
175,3,0.9993078708648682,1.0
176,7,0.9998327493667603,1.0
177,3,0.9999061822891235,1.0
178,4,0.9999986886978149,1.0
179,2,0.9999105930328369,1.0
180,1,0.9968292117118835,1.0
181,8,0.9930540919303894,1.0
182,4,0.9307922720909119,1.0
183,1,0.9987161159515381,1.0
184,8,0.9999349117279053,1.0
185,0,0.9996389150619507,1.0
186,5,0.9999605417251587,1.0
187,7,0.9995879530906677,1.0
188,8,0.9597269892692566,1.0
189,2,0.9997863173484802,1.0
190,2,0.999994158744812,1.0
191,8,0.9988687634468079,1.0
192,8,0.9994367957115173,1.0
193,0,0.9807857871055603,1.0
194,8,0.999948263168335,1.0
195,9,0.998555600643158,1.0
196,0,0.9963722229003906,1.0
197,3,0.9999984502792358,1.0
198,4,0.9901868104934692,1.0
199,7,0.9997484087944031,1.0
200,8,0.9998248219490051,1.0
201,9,0.9998775720596313,1.0
202,9,0.9995303153991699,1.0
203,6,0.995572566986084,1.0
204,6,0.9999929666519165,1.0
205,2,0.9996016621589661,1.0
206,8,0.9998005032539368,1.0
207,2,0.597970187664032,1.0
208,4,0.6714504957199097,1.0
209,7,0.9998425245285034,1.0
210,5,0.999988317489624,1.0
211,2,0.9999216794967651,1.0
212,3,0.9998949766159058,1.0
213,2,0.9999945163726807,1.0
214,9,0.9934158325195312,1.0
215,2,0.9999239444732666,1.0
216,7,0.8279099464416504,1.0
217,0,0.9999659061431885,1.0
218,0,0.9991706609725952,1.0
219,7,0.9998144507408142,1.0
220,4,0.9997109770774841,1.0
221,1,0.9979087114334106,1.0
222,7,0.9999847412109375,1.0
223,7,0.9998631477355957,1.0
224,8,0.9904083013534546,1.0
225,1,0.9907054305076599,1.0
226,4,0.9949064254760742,1.0
227,5,0.9304581880569458,1.0
228,8,0.999993085861206,1.0
229,6,0.9995937943458557,1.0
230,1,0.9953743815422058,1.0
231,3,0.9999942779541016,1.0
232,8,0.9991670846939087,1.0
233,4,0.9977432489395142,1.0
234,4,0.9998757839202881,1.0
235,1,0.9999114274978638,1.0
236,5,1.0,1.0
237,1,0.9990609288215637,1.0
238,5,0.9999992847442627,1.0
239,7,0.9997519850730896,1.0
240,9,0.999842643737793,1.0
241,9,0.9997919201850891,1.0
242,9,0.9999164342880249,1.0
243,5,0.9977909326553345,1.0
244,5,0.9997665286064148,1.0
245,8,0.9999866485595703,1.0
246,7,0.9998003840446472,1.0
247,3,0.999941349029541,1.0
248,7,0.9998025298118591,1.0
249,0,0.9999955892562866,1.0
250,9,0.9998905658721924,1.0
251,7,0.9999150037765503,1.0
252,7,0.9990046620368958,1.0
253,4,0.9993507266044617,1.0
254,7,0.9754696488380432,1.0
255,8,0.991589367389679,1.0
256,8,0.9901195764541626,1.0
257,1,0.999687671661377,1.0
258,3,0.9999865293502808,1.0
259,3,0.9996784925460815,1.0
260,4,0.9999933242797852,1.0
261,8,0.9901335835456848,1.0
262,6,0.9999760389328003,1.0
263,8,0.9999756813049316,1.0
264,9,0.9994184970855713,1.0
265,3,0.9831299185752869,1.0
266,9,0.9998006224632263,1.0
267,4,0.9999058246612549,1.0
268,3,0.9994503855705261,1.0
269,5,0.9982587695121765,1.0
270,5,0.9999697208404541,1.0
271,4,0.9999618530273438,1.0
272,0,0.9999988079071045,1.0
273,4,0.9999783039093018,1.0
274,9,0.99968421459198,1.0
275,1,0.9996470212936401,1.0
276,8,0.6802808046340942,0.0
277,8,0.999994158744812,1.0
278,6,0.9996432065963745,1.0
279,1,0.9886267781257629,1.0
280,9,0.9995574355125427,1.0
281,4,0.9997757077217102,1.0
282,1,0.993403971195221,1.0
283,9,0.9998939037322998,1.0
284,5,0.998759388923645,1.0
285,8,0.9999585151672363,1.0
286,6,0.9998718500137329,1.0
287,1,0.9978383183479309,1.0
288,4,0.9991669654846191,1.0
289,6,0.9999432563781738,1.0
290,9,0.9999558925628662,1.0
291,4,0.9998606443405151,1.0
292,8,0.9988991022109985,1.0
293,0,0.9699265956878662,1.0
294,7,0.999769389629364,1.0
295,0,0.9999986886978149,1.0
296,6,0.9996067881584167,1.0
297,4,0.9533410668373108,1.0
298,4,0.9999983310699463,1.0
299,7,0.9997164607048035,1.0
300,2,0.9999933242797852,1.0
301,0,0.9999579191207886,1.0
302,3,0.9999840259552002,1.0
303,5,0.9970651268959045,1.0
304,1,0.9993153810501099,1.0
305,9,0.9982191920280457,1.0
306,1,0.9998202919960022,1.0
307,5,0.7923934459686279,1.0
308,7,0.9908108711242676,1.0
309,7,0.9995513558387756,1.0
310,6,0.9866329431533813,1.0
311,7,0.9983383417129517,1.0
312,4,0.9709585309028625,1.0
313,5,0.9961336851119995,1.0
314,4,0.9618100523948669,1.0
315,0,0.999897837638855,1.0
316,3,0.9999974966049194,1.0
317,7,0.9996089339256287,1.0
318,3,0.999815046787262,1.0
319,7,0.9992645382881165,1.0
320,1,0.9817162156105042,1.0
321,7,0.9999681711196899,1.0
322,3,0.9998642206192017,1.0
323,1,0.9919396042823792,1.0
324,4,0.673416256904602,1.0
325,3,0.9999650716781616,1.0
326,9,0.9998087286949158,1.0
327,5,0.9996342658996582,1.0
328,3,0.9995817542076111,1.0
329,1,0.9970964193344116,1.0
330,6,0.9986467957496643,1.0
331,1,0.9998805522918701,1.0
332,6,0.9783993363380432,1.0
333,2,0.9998137354850769,1.0
334,3,0.524064302444458,1.0
335,9,0.9989983439445496,1.0
336,2,0.8789379000663757,1.0
337,2,0.9999995231628418,1.0
338,0,0.9995512366294861,1.0
339,9,0.9986740350723267,1.0
340,0,0.9999866485595703,1.0
341,2,0.9997557997703552,1.0
342,0,0.99997878074646,1.0
343,3,0.9984872341156006,1.0
344,1,0.931658148765564,1.0
345,8,0.9999563694000244,1.0
346,6,0.9999585151672363,1.0
347,4,0.9998749494552612,1.0
348,5,0.9888026118278503,1.0
349,1,0.9849815368652344,1.0
350,8,0.9999403953552246,1.0
351,2,0.9999974966049194,1.0
352,7,0.9982878565788269,1.0
353,5,0.9989795088768005,1.0
354,6,0.9998435974121094,1.0
355,2,0.9998138546943665,1.0
356,5,0.9999886751174927,1.0
357,3,0.9999983310699463,1.0
358,3,0.9998125433921814,1.0
359,5,0.9999912977218628,1.0
360,2,0.8582866787910461,1.0
361,0,0.9997032284736633,1.0
362,2,0.9916831254959106,1.0
363,4,0.999140739440918,1.0
364,9,0.9986870884895325,1.0
365,0,0.9999815225601196,1.0
366,2,0.9999992847442627,1.0
367,6,0.9978324770927429,1.0
368,3,0.9996395111083984,1.0
369,4,0.9999923706054688,1.0
370,8,0.9989826083183289,1.0
371,2,0.9976657629013062,1.0
372,5,0.9999542236328125,1.0
373,7,0.9999916553497314,1.0
374,2,0.6073997020721436,1.0
375,1,0.9990022778511047,1.0
376,8,0.9999880790710449,1.0
377,0,0.999607264995575,1.0
378,6,0.9999669790267944,1.0
379,0,0.9948564767837524,1.0
380,1,0.9871007204055786,1.0
381,9,0.9926880598068237,1.0
382,5,0.9977355003356934,1.0
383,4,0.9988691210746765,1.0
384,0,0.9998372793197632,1.0
385,9,0.9920668601989746,1.0
386,8,0.9887112379074097,1.0
387,4,0.9953619837760925,1.0
388,0,0.9999614953994751,1.0
389,3,0.9999939203262329,1.0
390,3,0.9990198612213135,1.0
391,7,0.9999454021453857,1.0
392,7,0.99982088804245,1.0
393,0,0.9993946552276611,1.0
394,9,0.9998290538787842,1.0
395,1,0.9984748959541321,1.0
396,8,0.9999774694442749,1.0
397,0,0.9998989105224609,1.0
398,3,0.9999897480010986,1.0
399,7,0.9999738931655884,1.0
400,0,0.9998264908790588,1.0
401,1,0.9994551539421082,1.0
402,6,0.9997761845588684,1.0
403,7,0.9547282457351685,1.0
404,3,0.999876856803894,1.0
405,0,0.9270612001419067,1.0
406,3,0.9999979734420776,1.0
407,6,0.9999884366989136,1.0
408,0,0.999901533126831,1.0
409,9,0.9992660880088806,1.0
410,3,0.9999616146087646,1.0
411,9,0.9999402761459351,1.0
412,6,0.9999675750732422,1.0
413,4,0.49657925963401794,1.0
414,7,0.9978437423706055,1.0
415,6,0.9998859167098999,1.0
416,5,0.9428701400756836,1.0
417,0,0.9997754693031311,1.0
418,3,0.9999116659164429,1.0
419,3,0.9993392825126648,1.0
420,3,0.9999765157699585,1.0
421,4,0.9963722229003906,1.0
422,3,0.9999833106994629,1.0
423,0,0.9999357461929321,1.0
424,8,0.99992835521698,1.0
425,3,0.8231905698776245,1.0
426,8,0.999914288520813,1.0
427,3,0.9995762705802917,1.0
428,3,0.9992572665214539,1.0
429,8,0.9999754428863525,1.0
430,7,0.9509121775627136,1.0
431,0,0.9999600648880005,1.0
432,8,0.9994933605194092,1.0
433,6,0.9957228899002075,1.0
434,9,0.9993411898612976,1.0
435,6,0.9999269247055054,1.0
436,9,0.9985437393188477,1.0
437,9,0.9985492825508118,1.0
438,8,0.9999973773956299,1.0
439,9,0.9708342552185059,1.0
440,1,0.9978526830673218,1.0
441,9,0.9965702295303345,1.0
442,1,0.9706275463104248,1.0
443,6,0.9797978401184082,1.0
444,7,0.9999051094055176,1.0
445,5,0.9992145299911499,1.0
446,1,0.9974337220191956,1.0
447,1,0.9922239780426025,1.0
448,3,0.9990100860595703,1.0
449,3,0.9993659853935242,1.0
450,6,0.9998339414596558,1.0
451,1,0.9969640374183655,1.0
452,0,0.9996370077133179,1.0
453,6,0.7899379730224609,1.0
454,6,0.9989601373672485,1.0
455,6,0.9999023675918579,1.0
456,9,0.8772060871124268,1.0
457,7,0.9260281920433044,1.0
458,4,0.9962211847305298,1.0
459,0,0.9993160963058472,1.0
460,6,0.999813973903656,1.0
461,9,0.9993334412574768,1.0
462,7,0.9999985694885254,1.0
463,4,0.9999955892562866,1.0
464,5,0.9866045117378235,1.0
465,5,0.9999940395355225,1.0
466,4,0.9980372786521912,1.0
467,1,0.9935356378555298,1.0
468,8,0.9999971389770508,1.0
469,4,0.9999995231628418,1.0
470,5,0.9996106028556824,1.0
471,9,0.9932644367218018,1.0
472,6,0.9996963739395142,1.0
473,2,0.9948118925094604,1.0
474,8,0.9843834042549133,1.0
475,8,0.9999829530715942,1.0
476,7,0.9995177984237671,1.0
477,1,0.9989593029022217,1.0
478,7,0.9966083765029907,1.0
479,4,0.9778885841369629,1.0
480,5,0.9999964237213135,1.0
481,2,0.999614953994751,1.0
482,8,0.9892151951789856,1.0
483,7,0.9999293088912964,1.0
484,2,0.999983549118042,1.0
485,3,0.9999996423721313,1.0
486,5,0.9999921321868896,1.0
487,2,0.999995231628418,1.0
488,4,0.9999834299087524,1.0
489,2,0.9941973686218262,1.0
490,9,0.9999912977218628,1.0
491,9,0.999861478805542,1.0
492,7,0.99909508228302,1.0
493,6,0.999775230884552,1.0
494,6,0.9998661279678345,1.0
495,7,0.999932050704956,1.0
496,3,0.9999476671218872,1.0
497,9,0.9998579025268555,1.0
498,9,0.9931828379631042,1.0
499,3,0.99290931224823,1.0
500,1,0.9801243543624878,1.0
501,7,0.9999979734420776,1.0
502,6,0.9996364116668701,1.0
503,9,0.9998213648796082,1.0
504,5,0.9999998807907104,1.0
505,0,0.9999150037765503,1.0
506,1,0.9944296479225159,1.0
507,3,0.99907386302948,1.0
508,1,0.9938807487487793,1.0
509,9,0.9991303086280823,1.0
510,1,0.9975760579109192,1.0
511,6,0.9999487400054932,1.0
512,6,0.9984847903251648,1.0
513,7,0.9818397164344788,1.0
514,4,0.9698731303215027,1.0
515,5,0.9999613761901855,1.0
516,8,0.9999861717224121,1.0
517,7,0.999779999256134,1.0
518,1,0.9943055510520935,1.0
519,8,0.9999427795410156,1.0
520,0,0.999800980091095,1.0
521,6,0.9999370574951172,1.0
522,0,0.9999396800994873,1.0
523,1,0.9441178441047668,1.0
524,1,0.9977460503578186,1.0
525,8,0.999982476234436,1.0
526,9,0.9999759197235107,1.0
527,3,0.9355756640434265,1.0
528,4,0.9973540306091309,1.0
529,2,0.9960297346115112,1.0
530,9,0.9997597336769104,1.0
531,4,0.9902010560035706,1.0
532,2,0.9993497729301453,1.0
533,4,0.9999687671661377,1.0
534,3,0.9999922513961792,1.0
535,9,0.9999396800994873,1.0
536,0,0.999790370464325,1.0
537,8,0.9995086193084717,1.0
538,1,0.9967285394668579,1.0
539,3,0.9999992847442627,1.0
540,8,0.9931808710098267,1.0
541,0,0.999755322933197,1.0
542,4,0.9935830235481262,1.0
543,3,0.9998514652252197,1.0
544,6,0.8785839676856995,1.0
545,1,0.9978840947151184,1.0
546,6,0.9993757605552673,1.0
547,1,0.9998296499252319,1.0
548,3,0.9999462366104126,1.0
549,2,0.9870263934135437,1.0
550,3,0.9999375343322754,1.0
551,9,0.9993608593940735,1.0
552,2,0.999834418296814,1.0
553,3,0.9645560383796692,1.0
554,0,0.9998430013656616,1.0
555,0,0.9999254941940308,1.0
556,3,0.9999866485595703,1.0
557,9,0.9943834543228149,1.0
558,7,0.9986509680747986,1.0
559,5,0.9999957084655762,1.0
560,1,0.9980181455612183,1.0
561,4,0.9999724626541138,1.0
562,7,0.9968920350074768,1.0
563,4,0.9999655485153198,1.0
564,5,0.9999996423721313,1.0
565,4,0.9986162185668945,1.0
566,4,0.9997592568397522,1.0
567,2,0.9992170333862305,1.0
568,0,0.9996721744537354,1.0
569,6,0.999991774559021,1.0
570,4,0.9997186064720154,1.0
571,0,0.9709399938583374,1.0
572,3,0.9964684247970581,1.0
573,8,0.9967541098594666,1.0
574,4,0.9999673366546631,1.0
575,8,0.9927154183387756,1.0
576,6,0.9999305009841919,1.0
577,2,0.9999923706054688,1.0
578,3,0.9999704360961914,1.0
579,3,0.9997521042823792,1.0
580,3,0.999910831451416,1.0
581,5,0.9999752044677734,1.0
582,1,0.9990673661231995,1.0
583,5,0.9997279047966003,1.0
584,0,0.9949567914009094,1.0
585,6,0.9999676942825317,1.0
586,8,0.9991993308067322,1.0
587,5,0.9999706745147705,1.0
588,5,0.9973216652870178,1.0
589,4,0.9999440908432007,1.0
590,1,0.994509756565094,1.0
591,2,0.9998179078102112,1.0
592,3,0.9997625946998596,1.0
593,2,0.9999978542327881,1.0
594,0,0.9999816417694092,1.0
595,5,0.9999735355377197,1.0
596,8,0.9999732971191406,1.0
597,7,0.9997929930686951,1.0
598,8,0.9998979568481445,1.0
599,0,0.6076812148094177,0.0
600,1,0.9944368600845337,1.0
601,2,0.999777615070343,1.0
602,3,0.9999996423721313,1.0
603,8,0.9699891805648804,1.0
604,8,0.9993745684623718,1.0
605,5,0.9872851967811584,1.0
606,7,0.999110758304596,1.0
607,6,0.999710738658905,1.0
608,5,0.9999978542327881,1.0
609,4,0.999675989151001,1.0
610,2,0.999992847442627,1.0
611,5,0.9999974966049194,1.0
612,6,0.9863724112510681,1.0
613,0,0.9972497820854187,1.0
614,3,0.9964554309844971,1.0
615,6,0.9991227984428406,1.0
616,0,0.9997536540031433,1.0
617,1,0.9883127808570862,1.0
618,3,0.967702329158783,1.0
619,1,0.9941501617431641,1.0
620,3,0.9999717473983765,1.0
621,1,0.994594395160675,1.0
622,8,0.9999772310256958,1.0
623,7,0.9999498128890991,1.0
624,6,0.9997276663780212,1.0
625,2,0.999995231628418,1.0
626,0,0.9999932050704956,1.0
627,1,0.9897375702857971,1.0
628,1,0.9798386096954346,1.0
629,7,0.9990525841712952,1.0
630,4,0.7883418202400208,0.0
631,1,0.9990222454071045,1.0
632,9,0.9987996816635132,1.0
633,4,0.9999349117279053,1.0
634,2,0.9454155564308167,1.0
635,6,0.9991984963417053,1.0
636,6,0.9996351003646851,1.0
637,1,0.9996459484100342,1.0
638,4,0.9871854186058044,1.0
639,6,0.9999585151672363,1.0
640,7,0.9982945322990417,1.0
641,6,0.999993085861206,1.0
642,2,0.999997615814209,1.0
643,5,0.9999693632125854,1.0
644,0,0.9970486760139465,1.0
645,1,0.9966166615486145,1.0
646,0,0.9999611377716064,1.0
647,0,0.9999271631240845,1.0
648,8,0.9994801878929138,1.0
649,6,0.999990701675415,1.0
650,0,0.9996763467788696,1.0
651,3,0.9999228715896606,1.0
652,1,0.9391267895698547,1.0
653,7,0.9983006119728088,1.0
654,0,0.9990744590759277,1.0
655,0,0.9999784231185913,1.0
656,1,0.9969770908355713,1.0
657,4,0.9877108931541443,1.0
658,7,0.9985835552215576,1.0
659,4,0.952236533164978,1.0
660,4,0.9999794960021973,1.0
661,0,0.9997785687446594,1.0
662,2,0.9967027306556702,1.0
663,9,0.9997568726539612,1.0
664,4,0.9995173215866089,1.0
665,2,0.9955190420150757,1.0
666,5,0.9924666285514832,1.0
667,5,0.9905714988708496,1.0
668,0,0.9996565580368042,1.0
669,3,0.9999994039535522,1.0
670,5,0.9999990463256836,1.0
671,1,0.9918147921562195,1.0
672,9,0.9998118281364441,1.0
673,8,0.9993220567703247,1.0
674,2,0.887032687664032,1.0
675,7,0.9076855778694153,1.0
676,1,0.2894741892814636,0.0
677,0,0.999896764755249,1.0
678,6,0.9999356269836426,1.0
679,9,0.9980155229568481,1.0
680,6,0.9995513558387756,1.0
681,9,0.9979091286659241,1.0
682,1,0.9985155463218689,1.0
683,6,0.98696368932724,1.0
684,0,0.9996426105499268,1.0
685,4,0.5589710474014282,0.0
686,3,0.9999994039535522,1.0
687,6,0.9999562501907349,1.0
688,2,0.9999991655349731,1.0
689,0,0.9999451637268066,1.0
690,9,0.9986292123794556,1.0
691,3,0.9999861717224121,1.0
692,4,0.9559966921806335,1.0
693,2,0.9999817609786987,1.0
694,2,0.9978162050247192,1.0
695,0,0.9996548891067505,1.0
696,2,0.9999039173126221,1.0
697,0,0.9998822212219238,1.0
698,1,0.9989388585090637,1.0
699,5,0.9999488592147827,1.0
700,0,0.999982476234436,1.0
701,4,0.999947190284729,1.0
702,5,0.9822134971618652,1.0
703,0,0.9999182224273682,1.0
704,9,0.803883969783783,1.0
705,4,0.9911873936653137,1.0
706,0,0.9998360872268677,1.0
707,4,0.9514451026916504,1.0
708,7,0.9653846025466919,1.0
709,3,0.9999923706054688,1.0
710,9,0.9999289512634277,1.0
711,2,0.9997432827949524,1.0
712,1,0.9993732571601868,1.0
713,5,0.988962709903717,1.0
714,1,0.9994866847991943,1.0
715,5,0.9999967813491821,1.0
716,0,0.9999957084655762,1.0
717,4,0.9900001883506775,1.0
718,9,0.8120598196983337,1.0
719,1,0.9941746592521667,1.0
720,9,0.9999085664749146,1.0
721,5,0.9794013500213623,1.0
722,2,0.9999251365661621,1.0
723,6,0.9736486077308655,1.0
724,8,0.9972395896911621,1.0
725,2,0.9998027682304382,1.0
726,3,0.9998750686645508,1.0
727,1,0.9975758194923401,1.0
728,4,0.9999202489852905,1.0
729,2,0.9992628693580627,1.0
730,4,0.9999966621398926,1.0
731,1,0.9971377849578857,1.0
732,4,0.9999428987503052,1.0
733,5,0.9998462200164795,1.0
734,8,0.9977126121520996,1.0
735,4,0.9907116293907166,1.0
736,2,0.9999874830245972,1.0
737,4,0.9999978542327881,1.0
738,8,0.9993865489959717,1.0
739,2,0.9995288848876953,1.0
740,3,0.9997547268867493,1.0
741,9,0.9996610879898071,1.0
742,9,0.9963605999946594,1.0
743,6,0.9997915625572205,1.0
744,3,0.9997691512107849,1.0
745,4,0.9999563694000244,1.0
746,3,0.9995250701904297,1.0
747,2,0.9999736547470093,1.0
748,0,0.9996222257614136,1.0
749,0,0.9996201992034912,1.0
750,6,0.9999555349349976,1.0
751,7,0.9539971947669983,1.0
752,7,0.9995242357254028,1.0
753,2,0.9999926090240479,1.0
754,0,0.9741441011428833,1.0
755,6,0.9993488192558289,1.0
756,2,0.9999852180480957,1.0
757,9,0.9999741315841675,1.0
758,6,0.9990246295928955,1.0
759,7,0.9999781847000122,1.0
760,0,0.9998726844787598,1.0
761,7,0.9999703168869019,1.0
762,3,0.9999715089797974,1.0
763,4,0.9999825954437256,1.0
764,6,0.9999558925628662,1.0
765,1,0.9985536932945251,1.0
766,3,0.99457848072052,1.0
767,3,0.9999560117721558,1.0
768,2,0.9845851063728333,1.0
769,1,0.9981496334075928,1.0
770,9,0.9999169111251831,1.0
771,9,0.9995070695877075,1.0
772,1,0.996239423751831,1.0
773,2,0.9925276041030884,1.0
774,9,0.997528612613678,1.0
775,5,1.0,1.0
776,9,0.9995213747024536,1.0
777,6,0.9997220635414124,1.0
778,7,0.9687520265579224,1.0
779,8,0.9870680570602417,1.0
780,1,0.9994598031044006,1.0
781,3,0.9999809265136719,1.0
782,3,0.9999923706054688,1.0
783,4,0.999859094619751,1.0
784,9,0.9991188645362854,1.0
785,6,0.9999674558639526,1.0
786,1,0.9950608611106873,1.0
787,8,0.9988572597503662,1.0
788,3,0.9999946355819702,1.0
789,4,0.9993732571601868,1.0
790,9,0.9995939135551453,1.0
791,5,0.9999979734420776,1.0
792,9,0.9998304843902588,1.0
793,0,0.9999583959579468,1.0
794,8,0.9233772158622742,1.0
795,4,0.9999744892120361,1.0
796,7,0.9999637603759766,1.0
797,3,0.9993263483047485,1.0
798,9,0.999431312084198,1.0
799,4,0.9996159076690674,1.0
800,5,0.9999877214431763,1.0
801,0,0.9981435537338257,1.0
802,8,0.9999765157699585,1.0
803,5,0.9999966621398926,1.0
804,7,0.9993481040000916,1.0
805,0,0.9999862909317017,1.0
806,4,0.9921340942382812,1.0
807,9,0.9967394471168518,1.0
808,5,0.9999281167984009,1.0
809,1,0.9963800311088562,1.0
810,9,0.9949153661727905,1.0
811,6,0.9986199140548706,1.0
812,9,0.999943733215332,1.0
813,3,0.9999096393585205,1.0
814,6,0.9999074935913086,1.0
815,8,0.9998795986175537,1.0
816,6,0.7331185936927795,1.0
817,5,0.9999992847442627,1.0
818,3,0.9999788999557495,1.0
819,8,0.9996674060821533,1.0
820,2,0.9997943043708801,1.0
821,5,0.9993975162506104,1.0
822,3,0.9998631477355957,1.0
823,4,0.9989367127418518,1.0
824,5,0.9993958473205566,1.0
825,6,0.9999538660049438,1.0
826,7,0.9999203681945801,1.0
